FIRSTNAME,EMAIL,SKILLS,EXPERIENCE,EVENTNAME,ACCEPTORREJECT,STARTTIME,ENDTIME
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:51:00,11:11:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:38:00,01:42:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:32:00,08:49:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:46:00,15:23:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:31:00,08:02:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:08:00,02:44:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:53:00,09:35:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:17:00,01:21:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:42:00,10:44:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:49:00,05:15:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:37:00,10:44:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:51:00,17:53:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:51:00,11:11:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:38:00,01:42:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:32:00,08:49:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:46:00,15:23:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:31:00,08:02:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:08:00,02:44:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:53:00,09:35:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:17:00,01:21:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:42:00,10:44:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:49:00,05:15:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:37:00,10:44:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:51:00,17:53:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:51:00,11:11:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:38:00,01:42:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:32:00,08:49:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:46:00,15:23:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:31:00,08:02:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:08:00,02:44:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:53:00,09:35:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:17:00,01:21:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:42:00,10:44:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:49:00,05:15:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:37:00,10:44:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:51:00,17:53:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:51:00,11:11:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:38:00,01:42:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:32:00,08:49:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:46:00,15:23:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:31:00,08:02:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,10:08:00,02:44:00
Felipe,pgonthard1x@umich.edu,CI/CD,9,IT Infrastructure,1,09:53:00,09:35:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:46:00,09:24:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,10:54:00,04:14:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:34:00,14:51:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:58:00,10:49:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,10:42:00,13:19:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:58:00,03:04:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:37:00,15:56:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:55:00,03:22:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:46:00,09:24:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,10:54:00,04:14:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:34:00,14:51:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:58:00,10:49:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,10:42:00,13:19:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:58:00,03:04:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:37:00,15:56:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:55:00,03:22:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:46:00,09:24:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,10:54:00,04:14:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:34:00,14:51:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:58:00,10:49:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,10:42:00,13:19:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:58:00,03:04:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:37:00,15:56:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:55:00,03:22:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:46:00,09:24:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,10:54:00,04:14:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:34:00,14:51:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:58:00,10:49:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,10:42:00,13:19:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:58:00,03:04:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:37:00,15:56:00
Maris,ehesserh3@shop-pro.jp,UI/UX Design,6,PowerBI,1,09:55:00,03:22:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:39:00,04:28:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:02:00,05:41:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:01:00,10:49:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,09:59:00,02:37:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:31:00,10:09:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:41:00,05:36:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,09:44:00,16:39:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:39:00,04:28:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:02:00,05:41:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:01:00,10:49:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,09:59:00,02:37:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:31:00,10:09:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:41:00,05:36:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,09:44:00,16:39:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:39:00,04:28:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:02:00,05:41:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:01:00,10:49:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,09:59:00,02:37:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:31:00,10:09:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:41:00,05:36:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,09:44:00,16:39:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:39:00,04:28:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:02:00,05:41:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:01:00,10:49:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,09:59:00,02:37:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:31:00,10:09:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:41:00,05:36:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,09:44:00,16:39:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:39:00,04:28:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:02:00,05:41:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:01:00,10:49:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,09:59:00,02:37:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:31:00,10:09:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,10:41:00,05:36:00
Hort,dmulcahy7o@loc.gov,JavaScript,2,Snowflake,1,09:44:00,16:39:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,09:39:00,13:08:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,09:40:00,05:36:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,10:33:00,02:15:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,10:02:00,15:44:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,10:54:00,04:49:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,10:24:00,15:57:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,09:30:00,17:51:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,09:39:00,13:08:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,09:40:00,05:36:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,10:33:00,02:15:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,10:02:00,15:44:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,10:54:00,04:49:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,10:24:00,15:57:00
Kinnie,bcliftgq@bloglovin.com,Mobile App Development,9,Data Science,1,09:30:00,17:51:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:04:00,17:27:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:54:00,11:22:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:32:00,11:19:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:35:00,17:17:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:10:00,04:49:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:17:00,07:27:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:57:00,07:09:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:46:00,17:09:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:40:00,07:20:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:04:00,17:27:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:54:00,11:22:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:32:00,11:19:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:35:00,17:17:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:10:00,04:49:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:17:00,07:27:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:57:00,07:09:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:46:00,17:09:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:40:00,07:20:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:04:00,17:27:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:54:00,11:22:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:32:00,11:19:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:35:00,17:17:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:10:00,04:49:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:17:00,07:27:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:57:00,07:09:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:46:00,17:09:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:40:00,07:20:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:04:00,17:27:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:54:00,11:22:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:32:00,11:19:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:35:00,17:17:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:10:00,04:49:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:17:00,07:27:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:57:00,07:09:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,10:46:00,17:09:00
Elfrieda,ktitleykv@amazon.co.uk,Snowflake,4,Automation Testing,1,09:40:00,07:20:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:04:00,17:27:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:54:00,11:22:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:32:00,11:19:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:35:00,17:17:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:10:00,04:49:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:17:00,07:27:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:57:00,07:09:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:46:00,17:09:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:40:00,07:20:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:04:00,17:27:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:54:00,11:22:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:32:00,11:19:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:35:00,17:17:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:10:00,04:49:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:17:00,07:27:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:57:00,07:09:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:46:00,17:09:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:40:00,07:20:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:04:00,17:27:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:54:00,11:22:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:32:00,11:19:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:35:00,17:17:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:10:00,04:49:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:17:00,07:27:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:57:00,07:09:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:46:00,17:09:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:40:00,07:20:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:04:00,17:27:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:54:00,11:22:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:32:00,11:19:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:35:00,17:17:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:10:00,04:49:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:17:00,07:27:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:57:00,07:09:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,10:46:00,17:09:00
Charley,jsparwayaw@businessinsider.com,Frontend Development,10,Automation Testing,1,09:40:00,07:20:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,09:35:00,12:26:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:24:00,07:50:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:21:00,01:49:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:44:00,02:35:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:45:00,01:28:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:14:00,08:10:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:30:00,16:44:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,09:35:00,12:26:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:24:00,07:50:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:21:00,01:49:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:44:00,02:35:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:45:00,01:28:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:14:00,08:10:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,MongoDB,1,10:30:00,16:44:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:46:00,09:24:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,10:54:00,04:14:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:34:00,14:51:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:58:00,10:49:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,10:42:00,13:19:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:58:00,03:04:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:37:00,15:56:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:55:00,03:22:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:46:00,09:24:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,10:54:00,04:14:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:34:00,14:51:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:58:00,10:49:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,10:42:00,13:19:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:58:00,03:04:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:37:00,15:56:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:55:00,03:22:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:46:00,09:24:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,10:54:00,04:14:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:34:00,14:51:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:58:00,10:49:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,10:42:00,13:19:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:58:00,03:04:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:37:00,15:56:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:55:00,03:22:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:46:00,09:24:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,10:54:00,04:14:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:34:00,14:51:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:58:00,10:49:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,10:42:00,13:19:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:58:00,03:04:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:37:00,15:56:00
Lennard,kambrozewiczhu@oracle.com,Web Development,6,PowerBI,1,09:55:00,03:22:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:17:00,01:21:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:42:00,10:44:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:49:00,05:15:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:37:00,10:44:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:51:00,17:53:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:51:00,11:11:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:38:00,01:42:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:32:00,08:49:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:46:00,15:23:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:31:00,08:02:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:08:00,02:44:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:53:00,09:35:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:17:00,01:21:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:42:00,10:44:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:49:00,05:15:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:37:00,10:44:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:51:00,17:53:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:51:00,11:11:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:38:00,01:42:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:32:00,08:49:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:46:00,15:23:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:31:00,08:02:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:08:00,02:44:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:53:00,09:35:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:17:00,01:21:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:42:00,10:44:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:49:00,05:15:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:37:00,10:44:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:51:00,17:53:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:51:00,11:11:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:38:00,01:42:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:32:00,08:49:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:46:00,15:23:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:31:00,08:02:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:08:00,02:44:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,09:53:00,09:35:00
Levi,kdoerrlingrm@furl.net,Data Warehousing,4,IT Infrastructure,1,10:17:00,01:21:00
